'Sure, but I&rsquo;m going to guess nay-la'
'Ding ding ding it&rsquo;s romania, congrats'
'Lmao'
'omg omg omg'
'Aww man'
'Wrong, I&apos;m not a zebra'
'Que pasa?'
'Lmao'
'Ik ima kind person'
'Lmao'
'Dang idk if I look like li shang tho'
'Lol ik'
'Dang girl you trying to copy my look?'
'Dang I&rsquo;m jealous'
'Lmaoo'
'I&rsquo;m not good at stalking ppl'
'Dang why you leaving so soon 😢'
'Jk I have no loyalty lmao'
'Dang I can&rsquo;t do math'
'Dang I&rsquo;m sorry to disappoint you'
'Hola Diana 😁'
'Ando iguaaal'
'La tuya?'
'Hola Ana Pau 😁'
'Si me imaginooo'
'Hola Diana 😁'
'Si 🎉'
'Hay unas buena onda'
'Y ahorita ya no?'
'Si 🙌🏽'
'Esas mamas'
'Hola Diana 😄'
'Sip'
'Sip ntp'
'Te gustaba mucho me imagino'
'Sip'
'Ihanat lasit😍'
'If I saw you'
'It is haha'
'Naw man 😁 not my thing sorry'
'Going to makarska'
'Si 😌'
'My snap'
'Haha naw it&rsquo;s Elvish😂'
'Ig lindalumos'
'I&apos;m like 55kg if that says anything'
'Sama😎'
'Okay'
'I&apos;m in kuta atm. Going to gilis on monday'
'Haha no, he&apos;s gay'
'Haha it&apos;s okay😂'
'He&apos;s gay'
'Staying in Kuta'
'But still it&apos;s a long way haha'
'Staying in kuta'
'In gangnam'
'Aren&apos;t you always haha'
'Okay sure'
'Say hi to him'
'How long are you staying?'
'I&apos;m sitting on an uber going home haha'
'Okay now'
'That okay?'
'Went to a gig today in gangnam'
'En naura'
'Single single'
'How&apos;s it going?'
'I&apos;m guessing Jaana'
'Ei saatana'
'Aika maaginen'
'Probably not haha'
'Hahah omg puuhamaaaa'
'Ainahan mä 😎'
'Hahah nais &colon;D'
'Long time no see'
'I&apos;m studying philology'
'Samat sanat 😇'
'Naw I&apos;m not going &colon;D'
'Hola! Samat sanat sullekki &colon;&rpar;'
'at home😂 sleeping soon haha'
'okay mine is +85266410201'
'haha okay &colon;P'
'haha okay ;&rpar;'
'Okay ;&rpar;'
'hahaha okay &colon;&rpar;'
'hiya ;&rpar;'
'ah okay, how long are you staying in hk?'
'okay'
'okay sure'
'okay sure'
'hiya'
'hiya'
'hmmm maybe'
'hiya'
'hiya &colon;P'
'in hong kong'
'haha nope no interesting things sadly'
'ah okay i am in hong kong lol'
'haha nope lol 🤣😂'
'hiya'
'resting sunday'
'hong kong lol'
'haha nope lol'
'i am in hong kong lol'
'lol hong kong'
'hiya'
'haha okay that&rsquo;s not bad'
'no plan haha'
'nope in hong kong...'
'maybe hiking'
'i am living in hong kong now'
'haha okayy glad that you like it'
'hiya &colon;D'
'a sauna maybe? haha'
'haha okay &colon;&rpar;&rpar;'
'I am okay and you?'
'okay i am around again &colon;&rpar;'
'going ok xx'
'is okay'
'haha okay &colon;&rpar;'
'okay'
'okay stay at A3'
'at KL sentral, staying at hilton'
'back in hong kong'
'hiya'
'it is okay'
'ahhh it is okay'
'hiya &colon;P'
'haha okay, no problem'
'nah not big prob'
'longggg way but nice ;&rpar;'
'enjoying hong kong now? &colon;&rpar;&rpar;'
'hong kong'
'i am at akihabara station now'
'haha omg tmr is a saturday'
'hiya ;&rpar;'
'haha okay &colon;&rpar;'
'hiya'
'in hong kong'
'haha that&apos;s okay'
'hong kong &colon;&rpar;'
'I am a hong kong local😅😅'
'hiya! &colon;&rpar;'
'hiya &colon;&rpar;'
'hong kong'
'hiya &colon;&rpar;'
'hiya'
'hiya ;&rpar;'
'hiya'
'hiya'
'hiya ;&rpar;'
'hiya &colon;&rpar;'
'hiya! &colon;'
'hiya'
'hiya! &colon;'
'hmmm may install it again. what is your kik?'
'hiya'
'Hong Kong!'
'it is okay'
'hiya &colon;'
'lol in hong kong'
'mongkok'
'visiting hong kong? &colon;&rpar;'
'haha not many'
'hong kong &colon;&rpar;'
'any plan?'
'so how long are you staying in hk?'
'it is okay ;&rpar;'
'haha I am willing to! ;&rpar;'
'hi bryan'
'haha, any plan yet?'
'in Hong Kong lol'
'Hmm, visiting hong kong now? &colon;&rpar;'
'Pity haha'
'Hi samuel'
'Haha in hong kong😂'
'Exploring hong kong? &colon;&rpar;'
'In Hong Kong.😂'
'Just some shopping haha'
'Working again'
'Finishing soon'
'Okay...'
'In Hong Kong &colon;&sol;'
'And you?'
'Local hong konger'
'Okay sure'
'From hong kong &colon;&rpar;'
'Going to hong kong actually'
'Haha, so no plan.'
'Okay &colon;&rpar;'
'Okay coming in 10 mins'
'And you?'
'Okay &colon;&rpar;'
'Haha okay ;&rpar;'
'Anything'
'Okay'
'Okay i am coming down'
'Haha okay ;&rpar;'
'Okay ;&rpar;'
'Haha okay ;&rpar;'
'Haha okay no problem'
'Okay ;&rpar;'
'Okay'
'Wanna do it again?'
'Okay'
'Fantasy?'
'Visiting ;&rpar;'
'Until sunday!'
'Aw okay &colon;&sol;'
'Haha okay ;&rpar;'
'From hong kong and studying in NL ;&rpar;'
'Okay ;&rpar;'
'From hong kong ;&rpar;'
'Hong Kong ;&rpar;'
'And you?'
'From hong kong ;&rpar;'
'Haha okay ;&rpar;'
'Studying ;p'
'Anyway'
'Haha anyway, maybe later... ;&rpar;'
'Hong kong &colon;&rpar;&rpar;'
'Okayy'
'Visiting prague ;&rpar;'
'Hong Kong 🙈'
'Okayy'
'Hong kong &colon;D'
'Btw you love playing piano? ;p'
'Okayyy ;&rpar;'
'Okay &colon;&sol;'
'Okay &colon;&sol;'
'Ahhhh okay ;&rpar;'
'Not many😂'
'Awww that&apos;s sad'
'Hong kong ;&rpar;'
'Hong kong ;&rpar;'
'And you?'
'Okay &colon;&rpar;'
'Haha not sure'
'Hong kong &colon;&rpar;'
'Okay ;&rpar;'
'Okay ;&rpar;'
'Ahhhh okay ;&rpar;'
'Ahhh ;p okay'
'Okay ;&rpar;'
'Omg haha'
'That&rsquo;s sad'
'Lmao'
'Everything haha'
'That&rsquo;s all I&rsquo;m gonna say..'
'Omg haha'
'Ah ok all g haha'
'Lmao'
'For young ppl anyways'
'Omg awww'
'Aw it&rsquo;s Okk'
'Dang'
'Omgg'
'Omg'
'Ayyy'
'Lampoon'
'AHHAHAH'
'Omggg'
'Omggg'
'Looking*'
'Ayy'
'Omgggg'
'Anyways'
'Omg'
'Omg'
'Haha noo I&rsquo;m staying up'
'Omgggg'
'Ayy'
'Well maybe kissing...'
'Haha rippp'
'Lmao'
'Big rip'
'Haha surprisingly not'
'Omggg'
'HAHAHA omggg'
'Lmao'
'Lmao'
'What&rsquo;s nas'
'Omg'
'That kinda shit haha'
'Lmaoo'
'Lmaoo'
'Lmao same same'
'Lmao'
'Ikr'
'Too long'
'Omggg'
'All g haha'
'Angel*'
'AHHAHAHAHAH'
'Haga'
'Lmao'
'Ayyyy'
'Lmaoo'
'Big rip'
'Nono haha tho ppl always say I look like I am'
'Rippp haha'
'Fking*'
'Omg'
'Wing woman 😂'
'Ayyy same same'
'Omg ok tbh'
'Lmao'
'Lmao nah like it&rsquo;s common'
'Lmao'
'Haha wanna hang tonight?'
'And no..'
'Lmaooon'
'Ahah nooo it&rsquo;s not mine 😭'
'Anyone interesting ?'
'Heyyy what&rsquo;s keeping u up so late...'
'What&rsquo;s app ahhaha'
'Ayyy'
'Omggg'
'Haga cute nose ring btw ;&rpar;'
'Lmaoo'
'Lmao'
'Lmao'
'Lmao'
'Gross hahah'
'Im kidding 😅'
'Just making sure'
'Lool too many boys keeping u up 🤔'
'Probs not ay ahha'
'Lmao'
'I&rsquo;m job hunting Rn!'
'Haha rip'
'Haha I got nothing'
'Ay*'
'Haha it&rsquo;s saying that a lot'
'Hmm all smooth sailing ay'
'AHAH'
'Anything...'
'Chipping norton HAHA'
'noo'
'wanna continue talking on ig?'
'probably not haha'
'sana'
'Suga?'
'immagino ahah'
'I am not on ig 😒'
'nono I don&apos;t, but I am into it ahah'
'non ho instagram ahah'
'did I say something wrong? 😒'
'ma a milano'
'non mi hai risposto ahah'
'maybe not'
'non so'
'no non sono gay'
'o sbaglio?'
'milano tu?'
'milano babe'
'milano tu?'
'no'
'ahah don&apos;t say that 🙁 I feel 100% italian ahah'
'non penso ma ok ahah'
'poquiiito ahah'
'milano'
'ok buona giornata 😄'
'so are you not coming to milan any soon?'
'buona serata'
'non ho bisogno di pagare'
'milano babe'
'buona serata'
'milano'
'no'
'ma non solo'
'guess it&apos;s a no? ahah'
'tu milano?'
'milano'
'are you not coming back to milan any soon? 🙁'
'no amarone, non amaro ahah'
'milano 🙂'
'noo'
'milan babe'
'tirana?'
'how are you liking milan so far?'
'ma a pagamento?'
'ma non me ahah'
'wanna bang you so hard, it&apos;s a shame i am back in italy'
'immaginavo ahah'
'buona serata Martina 🙂'
'italy'
'italian babe'
'Italy'
'Omg so sexy'
'Wanna hang out?'
'lugano? 😉'
'no'
'Bangkok?'
'immagino'
'lì imbalsamato'
'wanna slap it so hard.'
'milano tu?'
'sunday night?'
'buona serata'
'non ho instagram ahah'
'immaginavo ahah 🙂'
'yeah not working ahah'
'tu Milano?'
'sparita haha'
'milano babe'
'milano'
'sposami. ahah'
'hey are you in bangkok?'
'nope ahah'
'italian babe'
'so are you coming to milan soon='
'brasiliana? ❤️'
'how are you liking milan so far?'
'+10 punti subito! ahah'
'renata is so italian ahah'
'so how are you liking Milan so far?'
'not in Milan 🙂'
'aggiungimi'
'italian?'
'milano'
'nope babe'
'milano tu?'
'italian 100% ahah'
'maybe it happens'
'maybe not'
'ma non ho instagram'
'mmh non saprei 🙁'
'masolo'
'la presa? ma l&apos;h? ahah'
'milano'
'nope 🙁 do you speak english, italian?'
'*app&apos;s chat ahahah'
'ma whatsapp me lo sono guadagnato? ahah'
'milano'
'milano'
'Milano'
'o snapchat'
'milano'
'buona giornata'
'en sao paulo'
'wanna play? 😉'
'100% italian 🇮🇹'
'ahah it&apos;s okay'
'monday?'
'milano tu?'
'going back to paris?'
'Victoria mi ha ingannato ahah'
'lugano?'
'are you into go karting? ❤️'
'Swag pauroso'
'Italiaaan'
'Milano'
'Bilyar palace'
'Milan'
'I last long tho babe'
'Yes i am going back to milan'
'I am italiaan'
'Gorky park'
'Gorky park'
'Gorky park'
'Italy'
'Going back to italy'
'Coming?'
'Soy italiano'
'Milano'
'Surfing! All day long'
'Sunday?'
'Esta manana'
'Fong?'
'&apos;night'
'Say potato'
'Say potato'
'Say Potato!'
